station,latitude,longitude,elevation
SDEC,-0.22,-79.26,429.00
SDHL,34.26,-116.28,835.08
SDLY,-77.14,-125.97,2099.19
SEAT,47.65,-122.31,44.22
SEDR,48.52,-122.22,29.85
SELD,59.45,-151.71,20.50
SENU,61.07,-47.14,667.03
SFDM,34.46,-118.75,291.53
SG27,71.32,-156.61,9.37
SG33,31.77,-106.51,1210.52
SGP1,-65.56,-61.72,241.00
SGP3,-65.94,-63.59,1662.60
SGP4,-66.69,-62.46,258.45
SGP5,-67.28,-64.89,273.17
SHIN,40.59,-120.23,1377.34
SHLD,41.87,-119.02,1457.56
SHOS,35.97,-116.30,582.41
SHR1,34.34,-106.75,1577.00
SIBA,27.73,68.82,26.56
SIM4,27.17,84.99,140.00
SIV1,40.88,28.97,3.00
SKYB,34.44,-118.48,520.26
SLAC,37.42,-122.20,63.67
SLBL,27.62,85.75,1686.40
SLID,39.31,-119.88,2902.54
SLMS,33.29,-115.98,-45.91
SLTR,-75.10,-113.88,513.50
SMEL,39.43,-112.84,1422.16
SMM1,72.58,-38.46,3258.61
SMM2,72.58,-38.46,3254.91
SMM3,72.57,-38.47,3265.87
SNDL,27.38,85.80,2006.00
SNT1,22.25,89.81,0.00
SOG1,-54.87,-36.04,85.40
SOG2,-54.00,-38.05,205.70
SOG3,-54.49,-37.04,52.70
SOLD,-36.70,-73.14,108.20
SOMT,34.32,-119.06,464.25
SONG,33.38,-117.56,-2.92
SPBH,29.80,-95.52,5.75
SPED,18.46,-69.31,-22.11
SPGT,-64.29,-61.05,15.00
SPIC,39.31,-112.13,1670.43
SPMS,33.99,-117.85,207.04
SPOL,40.12,-104.89,1531.34
SPW2,32.87,-117.26,-21.26
SRMP,72.91,-54.39,370.53
SROD,19.48,-71.34,98.80
SRS1,34.00,-120.07,68.23
SSIA,13.70,-89.12,626.68
SSPS,24.28,91.90,-13.46
STEM,61.55,-149.33,42.76
STEW,-84.19,-86.25,1582.50
STLE,36.09,-89.86,50.36
STSV,39.15,16.92,348.00
STVI,18.34,-64.97,-21.45
SVGB,13.27,-61.25,241.11
SYBC,27.81,86.71,3794.00
TANZ,-6.77,39.21,70.60
TAXI,14.03,-90.47,47.27
TBLP,35.92,-120.36,937.54
TDAM,29.31,-94.82,-2.86
TECF,12.60,-86.84,862.78
TECO,18.98,-103.86,213.26
TEDM,23.35,93.65,1733.38
TEG2,14.09,-87.21,951.34
TELN,12.61,-86.83,891.60
TEPE,41.06,28.51,124.00
TGDR,18.21,-71.09,-27.18
TGMX,20.87,-86.87,-4.63
TGPM,9.35,-82.26,12.40
THCP,35.16,-118.41,1652.41
THKG,23.20,94.61,270.59
THKK,23.00,95.15,161.00
THMS,33.55,-117.77,189.23
THRO,-79.13,-28.32,1070.00
THUR,-72.53,-97.56,212.00
TIMM,62.54,-42.29,313.31
TJRN,34.48,-120.13,157.18
TLK2,68.63,-149.60,727.86
TNAL,19.12,-98.66,3987.29
TNAM,20.54,-103.97,1222.83
TNAT,18.13,-98.04,1301.03
TNBA,28.97,-113.55,-30.06
TNCC,18.79,-103.17,1074.29
TNCM,19.50,-105.04,83.12
TNCN,18.55,-101.97,331.71
TNCT,19.68,-105.26,-8.64
TNCU,28.45,-106.79,2106.98
TNCY,16.06,-97.76,27.06
TNGF,19.33,-99.18,2273.97
TNHM,29.08,-110.97,174.29
TNIF,18.27,-101.90,282.24
TNLC,19.51,-104.55,267.89
TNMO,19.65,-101.23,1965.85
TNMQ,16.71,-98.61,407.27
TNMR,18.29,-103.35,41.31
TNMS,20.53,-104.80,1221.91
TNMT,19.59,-104.27,1933.66
TNMZ,19.12,-104.40,-5.77
TNNP,16.12,-97.14,492.78
TNNX,17.41,-97.22,2123.12
TNPJ,15.70,-93.22,63.34
TNPP,31.34,-113.63,27.66
TNSJ,16.17,-96.49,2741.80
TNTB,25.61,-109.05,69.12
TNTM,19.24,-104.79,12.77
TOCA,-30.66,-69.44,2619.10
TOIY,39.54,-117.05,2299.07
TOMO,-75.80,-114.66,1170.00
TONO,38.10,-117.18,2066.03
TOOL,68.63,-149.60,739.96
TOST,34.25,-118.84,274.37
TPW2,46.21,-123.77,-14.95
TREO,64.28,-41.38,121.95
TRND,41.05,-124.15,78.17
TRNT,16.76,-62.16,-23.32
TRVE,-69.99,-67.55,1064.30
TSFT,29.81,-95.48,-1.64
TSFX,30.93,-114.81,-7.08
TSWY,43.67,-110.60,2190.73
TTSF,10.28,-61.47,-3.12
TTUW,10.64,-61.40,-7.47
TUNG,40.40,-118.26,1414.77
TVRN,39.43,16.23,197.00
TWHL,47.02,-122.92,107.30
TYLG,-77.73,162.27,86.60
UAGU,21.92,-102.31,1859.16
UCOE,19.81,-101.69,1975.27
UGEO,20.69,-103.35,1534.62
UH01,29.72,-95.35,13.50
UHEP,29.72,-95.33,-4.50
UHSL,29.57,-95.65,17.10
UNPM,20.87,-86.87,-0.43
UNR1,36.25,-115.24,686.46
UPSA,39.63,-118.80,1233.28
UPVK,72.79,-56.13,166.00
USGC,33.03,-116.09,133.45
USLO,35.31,-120.66,134.64
USMX,29.82,-109.68,625.49
UTHW,-77.58,-109.04,1303.49
UTMG,62.93,-43.31,1471.15
UTON,19.03,-98.32,2157.37
UXAL,19.52,-96.92,1362.99
VCVL,38.39,-121.95,0.37
VDCY,34.18,-118.22,318.19
VDPR,10.44,-73.25,142.54
VERA,10.85,-84.87,64.35
VFDG,70.30,-29.82,1293.54
VIMT,34.13,-118.51,553.71
VL01,-72.45,169.73,596.87
VL12,-72.27,163.73,1984.00
VL30,-70.60,162.53,1498.80
VLCN,8.79,-82.64,1442.57
VLDR,-30.17,-69.48,2888.20
VMAG,9.29,-74.85,61.14
VNCO,34.28,-119.24,25.64
VNCX,34.29,-118.48,328.61
VNDP,34.56,-120.62,-11.51
VOIL,18.53,-72.31,240.60
VORA,7.82,-76.72,23.54
VPOL,10.79,-74.86,89.24
VRAI,9.92,-83.19,438.37
VTOR,33.23,-117.19,379.93
WAAK,61.57,-149.55,111.55
WAI2,-79.47,-112.05,1769.34
WCHT,29.78,-95.58,7.54
WDVW,29.79,-95.53,0.10
WEPD,29.69,-95.23,8.50
WGPP,35.01,-118.98,352.00
WHTM,-82.68,-104.39,2350.00
WIKR,63.55,-150.92,1188.76
WILN,-80.04,-80.56,668.70
WIN2,37.65,-122.14,-27.63
WINT,37.65,-122.14,-28.78
WKPK,34.57,-118.74,1208.93
WLCH,-70.73,-63.82,1534.17
WLCT,-85.37,-87.39,1849.60
WLLY,-77.87,166.92,-35.20
WLLZ,-77.87,166.92,-32.16
WLRD,-80.54,-96.64,2316.90
WLWY,44.64,-110.29,2643.09
WMOK,34.74,-98.78,467.41
WOMT,34.67,-116.93,1353.04
WTHG,73.96,-24.31,1109.89
WWAY,-81.58,-28.40,1195.39
YBRA,45.12,-109.27,2072.52
YESX,28.38,-108.92,1506.49
YMER,77.43,-24.33,1070.07
YUMX,32.03,-115.20,-30.20
